image,number_responses,avg_words_per_response,percent_unique_words,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
VCS_10.png,40,1.55,0.532258064516129,0.13802221047065044,0.575,star,0.3,star
VCS_100.png,40,1.45,0.8448275862068966,0.008469449485783424,0.1,rabbit,0.075,rabbit
VCS_110.png,39,1.5384615384615385,0.6666666666666666,0.02655367231638418,0.15384615384615385,"rabbit,head",0.10256410256410256,rabbit.head
VCS_120.png,41,1.3414634146341464,0.6909090909090909,0.026262626262626262,0.17073170731707318,rabbit,0.14634146341463414,rabbit
VCS_130.png,39,1.4871794871794872,0.7931034482758621,0.012704174228675136,0.1282051282051282,face,0.05128205128205128,"shirt,dog.face,vase"
VCS_140.png,39,1.6666666666666667,0.7692307692307693,0.01826923076923077,0.20512820512820512,vase,0.1282051282051282,vase
VCS_150.png,41,1.4390243902439024,0.6779661016949152,0.03389830508474576,0.21951219512195122,vase,0.1951219512195122,vase
VCS_160.png,40,1.4,0.5892857142857143,0.03636363636363636,0.175,vase,0.125,vase
VCS_170.png,39,1.7435897435897436,0.7352941176470589,0.014486391571553995,0.1282051282051282,vase,0.07692307692307693,badge
VCS_180.png,41,1.4390243902439024,0.6779661016949152,0.02104032729398013,0.12195121951219512,"bread,vase",0.07317073170731707,"bread,vase"
VCS_190.png,40,1.425,0.7894736842105263,0.010651629072681704,0.1,badge,0.075,shield
VCS_20.png,39,1.564102564102564,0.6065573770491803,0.054098360655737705,0.3333333333333333,star,0.1282051282051282,star
VCS_200.png,39,1.5128205128205128,0.711864406779661,0.032144944476914086,0.2564102564102564,pentagon,0.23076923076923078,pentagon
VCS_210.png,41,1.3658536585365855,0.5892857142857143,0.08506493506493507,0.3902439024390244,pentagon,0.2682926829268293,pentagon
VCS_220.png,40,1.175,0.44680851063829785,0.1683626271970398,0.475,pentagon,0.4,pentagon
VCS_230.png,39,1.4615384615384615,0.5087719298245614,0.12092731829573934,0.4358974358974359,pentagon,0.3076923076923077,pentagon
VCS_240.png,41,1.5121951219512195,0.43548387096774194,0.10312004230565838,0.43902439024390244,star,0.14634146341463414,star
VCS_250.png,40,1.675,0.5522388059701493,0.10040705563093623,0.525,star,0.175,star
VCS_260.png,39,1.641025641025641,0.609375,0.0818452380952381,0.46153846153846156,star,0.20512820512820512,star
VCS_270.png,41,1.5853658536585367,0.5230769230769231,0.08413461538461539,0.43902439024390244,star,0.12195121951219512,star
VCS_280.png,40,1.625,0.49230769230769234,0.1,0.5,star,0.2,star
VCS_290.png,39,1.6153846153846154,0.5238095238095238,0.11674347158218126,0.5384615384615384,star,0.20512820512820512,star
VCS_30.png,41,1.4878048780487805,0.7049180327868853,0.024043715846994537,0.1951219512195122,star,0.0975609756097561,star
VCS_300.png,41,1.5365853658536586,0.5079365079365079,0.08499743983614952,0.4146341463414634,star,0.17073170731707318,star
VCS_310.png,40,1.675,0.582089552238806,0.0913613749434645,0.5,star,0.2,star
VCS_320.png,39,1.5384615384615385,0.6333333333333333,0.09887005649717515,0.48717948717948717,star,0.28205128205128205,star
VCS_330.png,41,1.6585365853658536,0.5294117647058824,0.15715539947322213,0.6585365853658537,star,0.24390243902439024,star
VCS_340.png,40,1.65,0.5303030303030303,0.14498834498834498,0.625,star,0.275,star
VCS_350.png,39,1.5128205128205128,0.3728813559322034,0.19929865575686734,0.6666666666666666,star,0.4358974358974359,star
VCS_360.png,41,1.5853658536585367,0.5230769230769231,0.09326923076923077,0.4634146341463415,star,0.24390243902439024,star
VCS_40.png,40,1.625,0.7076923076923077,0.020192307692307693,0.15,"star,x",0.075,cross
VCS_50.png,39,1.7435897435897436,0.7058823529411765,0.013169446883230905,0.10256410256410256,"splat,star",0.10256410256410256,splat
VCS_60.png,41,1.2439024390243902,0.7254901960784313,0.03294117647058824,0.21951219512195122,blob,0.21951219512195122,blob
VCS_70.png,40,1.35,0.7962962962962963,0.013976240391334731,0.125,x,0.1,blob
VCS_80.png,39,1.564102564102564,0.8032786885245902,0.009836065573770493,0.10256410256410256,blob,0.10256410256410256,blob
VCS_90.png,41,1.3902439024390243,0.7368421052631579,0.021929824561403508,0.17073170731707318,rabbit,0.14634146341463414,rabbit
dog.png,120,1.0916666666666666,0.1984732824427481,0.49688784497944805,0.7666666666666667,dog,0.7,dog
square.png,120,1.05,0.12698412698412698,0.5908571428571429,0.8,square,0.7583333333333333,square
triangle.png,120,1.1333333333333333,0.18382352941176472,0.49335511982570807,0.7916666666666666,triangle,0.7,triangle
