image_pair,distance,word_cosine_sim,response_cosine_sim
110_210,100,0.09317610191137536,0.0
110_220,110,0.05885886947467735,0.0
110_230,120,0.043043113128259175,0.0
110_240,130,0.07333160399163483,0.0
110_250,140,0.08795779038849018,0.0
110_260,150,0.03453069416370981,0.0
110_270,160,0.03300491809922247,0.0
110_280,170,0.08203542264348442,0.0
110_290,180,0.06955186050933214,0.0
30_110,80,0.05029954548278569,0.0
110_300,170,0.07792372079065259,0.0
110_310,160,0.13231403100624078,0.0
110_320,150,0.02858309752375147,0.02993421700446249
110_330,140,0.07800764512385157,0.0
110_340,130,0.06396930210072013,0.0
110_350,120,0.0,0.0
110_360,110,0.028783683125170184,0.0
40_110,70,0.044844852933087494,0.0
50_110,60,0.04067446084099803,0.0
60_110,50,0.10780719313589705,0.0
70_110,40,0.10074289093809564,0.032686022523030676
80_110,30,0.33438812153170305,0.20008168266626028
90_110,20,0.15737789507292674,0.036369648372665396
110_dog,NA,0.040623712897542096,0.0
110_square,NA,0.01005534498173276,0.0
110_triangle,NA,0.033840126010366525,0.0
120_130,10,0.25943726083138546,0.25925925925925924
120_140,20,0.1552647508520297,0.06804138174397716
120_150,30,0.23145502494313788,0.0839921051131616
120_160,40,0.11976753439510211,0.09901475429766743
120_170,50,0.08485552916276634,0.06163335513613657
120_180,60,0.17574991006549875,0.0
120_190,70,0.14494275891311212,0.03163859985841663
20_120,100,0.0,0.0
120_200,80,0.06256112470898545,0.0
120_210,90,0.13201079599099294,0.0
120_220,100,0.04632808229131883,0.0
120_230,110,0.05928900068140612,0.0
120_240,120,0.06926356448094152,0.0
120_250,130,0.07049073768502413,0.0
120_260,140,0.03805097170738808,0.0
120_270,150,0.07273929674533079,0.0
120_280,160,0.07031004782290194,0.0
120_290,170,0.061313933948496574,0.0
30_120,90,0.16628219864210797,0.041030496993110906
120_300,180,0.07513428837969108,0.0
120_310,170,0.08748177652797065,0.0
120_320,160,0.0419960525565808,0.0
120_330,150,0.0716335318826566,0.0
120_340,140,0.0528680532637681,0.0
120_350,130,0.0,0.0
120_360,120,0.03171807398477756,0.0
40_120,80,0.04941662111074007,0.0
50_120,70,0.13446321855011928,0.0
60_120,60,0.15273995249297942,0.08606629658238703
70_120,50,0.15859036992388778,0.11322770341445958
80_120,40,0.14037248126871926,0.06600983619844494
90_120,30,0.21677749238103003,0.12598815766974242
120_dog,NA,0.05073383818532367,0.0
120_square,NA,0.007386966999928845,0.0
120_triangle,NA,0.005327143237881408,0.0
130_140,10,0.2864459496157732,0.06804138174397716
130_150,20,0.26020824993326663,0.0839921051131616
130_160,30,0.42613249453706104,0.09901475429766743
130_170,40,0.1937292372609954,0.030816677568068284
130_180,50,0.20518233866439897,0.0
130_190,60,0.1504142093990467,0.06327719971683327
20_130,110,0.0,0.0
130_200,70,0.06492274731611956,0.0
130_210,80,0.07610782069349788,0.0
130_220,90,0.019230769230769232,0.0
130_230,100,0.03691626224211396,0.0
130_240,110,0.047918798518276025,0.0
130_250,120,0.06400773364645232,0.0
130_260,130,0.03948735948694923,0.0
130_270,140,0.01887128390240993,0.0
130_280,150,0.07296418486438958,0.0
130_290,160,0.031814238148788886,0.0
30_130,100,0.07189966356788136,0.041030496993110906
130_300,170,0.06683188790311695,0.0
130_310,180,0.10087125544480041,0.0
130_320,170,0.0,0.0
130_330,160,0.05947010334500526,0.0
130_340,150,0.05486377169695913,0.0
130_350,140,0.0,0.0
130_360,130,0.03291540093383166,0.0
40_130,90,0.05128205128205128,0.0
50_130,80,0.015504341823651058,0.0
60_130,70,0.10567049305145204,0.043033148291193514
70_130,60,0.08228850233457916,0.0
80_130,50,0.1274624821276152,0.03300491809922247
90_130,40,0.17996850826633903,0.0839921051131616
130_dog,NA,0.04335799344557263,0.0
130_square,NA,0.011498726905880259,0.0
130_triangle,NA,0.01934883229569346,0.0
140_150,10,0.4844813951249545,0.19287918745261487
140_160,20,0.3305898024536431,0.2728525781658746
140_170,30,0.4098911473649706,0.3679900360969936
140_180,40,0.3608049059813076,0.32444284226152503
140_190,50,0.140028008402801,0.05812381937190964
20_140,120,0.0,0.0
140_200,60,0.07554973565193743,0.0
140_210,70,0.08502303018977035,0.0
140_220,80,0.017902871850985824,0.0
140_230,90,0.034367169831173536,0.0
140_240,100,0.06691496051182058,0.0
140_250,110,0.05107539184552491,0.0
140_260,120,0.036760731104690386,0.03402069087198858
140_270,130,0.017568209223157664,0.0
140_280,140,0.058222250973958195,0.0
140_290,150,0.04442616583193192,0.035355339059327376
30_140,110,0.05354795526016659,0.0
140_300,160,0.062217101683825514,0.0
140_310,170,0.08451542547285165,0.0
140_320,180,0.0,0.0
140_330,170,0.05536365323582664,0.0
140_340,160,0.05107539184552491,0.0
140_350,150,0.0,0.0
140_360,140,0.03064257065179478,0.0
40_140,100,0.035805743701971635,0.0
50_140,90,0.043301270189221926,0.0
60_140,80,0.08197822947299412,0.0
70_140,70,0.10724899728128172,0.0
80_140,60,0.05085476277156078,0.03031695312954162
90_140,50,0.20942695414584778,0.11572751247156893
140_dog,NA,0.040364095219342436,0.0
140_square,NA,0.0071364881205091745,0.0
140_triangle,NA,0.005146509309403663,0.0
150_160,10,0.2956885083818292,0.22454435656953592
150_170,20,0.36661778755338326,0.2795426231258449
150_180,30,0.3559342484071871,0.20025046972870353
150_190,40,0.1722116800484161,0.17937400083354382
20_150,130,0.0,0.0
150_200,50,0.08446717229993575,0.0
150_210,60,0.07921553131555974,0.0
150_220,70,0.030024028838453842,0.0
150_230,80,0.076847327936784,0.0
150_240,90,0.07481320020807247,0.0
150_250,100,0.0761386987626881,0.0
150_260,110,0.04109974682633933,0.0
150_270,120,0.039283710065919304,0.0
150_280,130,0.0759435314054806,0.0
150_290,140,0.04966996338993914,0.0
30_150,120,0.05986843400892498,0.0
150_300,150,0.06956083436402524,0.0
150_310,160,0.11548914453059721,0.0
150_320,170,0.0,0.0
150_330,180,0.0773730575737716,0.0
150_340,170,0.06662136141735209,0.0
150_350,160,0.0,0.0
150_360,150,0.03425943549137658,0.0
40_150,110,0.040032038451271776,0.0
50_150,100,0.01613743060919757,0.0
60_150,90,0.10998533626601498,0.048795003647426664
70_150,80,0.10277830647412975,0.0
80_150,70,0.018952451089472584,0.0
90_150,60,0.25756109818496586,0.09523809523809523
150_dog,NA,0.051575349006127987,0.0
150_square,NA,0.007978836279039114,0.0
150_triangle,NA,0.008630958496996568,0.0
160_170,10,0.3089533002315327,0.2196940145524359
160_180,20,0.29468786758188015,0.2754113163776218
160_190,30,0.347188737268943,0.1691651623303803
20_160,140,0.0,0.0
160_200,40,0.17982699972911248,0.0
160_210,50,0.09837711364056212,0.0
160_220,60,0.05326656181713263,0.0
160_230,70,0.0340843076561354,0.0
160_240,80,0.0442428071535922,0.0
160_250,90,0.10131002220272699,0.0
160_260,100,0.09722178267160872,0.0
160_270,110,0.0,0.0
160_280,120,0.05774304734366182,0.0
160_290,130,0.058747349544604664,0.0
30_160,130,0.053107223853764984,0.0
160_300,140,0.07198918774212937,0.0
160_310,150,0.13969968905677815,0.0
160_320,160,0.04023810935223046,0.0
160_330,170,0.0549079775590318,0.0
160_340,180,0.08442501850227249,0.0
160_350,170,0.0,0.0
160_360,160,0.030390364135345918,0.0
40_160,120,0.03551104121142175,0.0
50_160,110,0.014314958357846706,0.0
60_160,100,0.0975642000731156,0.0
70_160,90,0.07597591033836479,0.0
80_160,80,0.0,0.0
90_160,70,0.103851623099316,0.07484811885651198
160_dog,NA,0.040031874794347375,0.0
160_square,NA,0.007077750593915699,0.0
160_triangle,NA,0.0076562257316471665,0.0
170_180,10,0.27142299946428006,0.25715142542972574
170_190,20,0.1790762720056622,0.07897471897389846
20_170,150,0.0,0.0
170_200,30,0.11891392446525259,0.0
170_210,40,0.055760299835090406,0.0
170_220,50,0.02641762326286301,0.0
170_230,60,0.022538877878058437,0.0
170_240,70,0.032913419928086204,0.0
170_250,80,0.041870701931355336,0.0
170_260,90,0.04821727440152546,0.0
170_270,100,0.03456505649101418,0.0
170_280,110,0.0668213987108836,0.0
170_290,120,0.04370374100610487,0.0
30_170,140,0.026338599384765356,0.0
170_300,130,0.040803582711850056,0.0
170_310,140,0.055427399547369326,0.0
170_320,150,0.009978072334820828,0.0
170_330,160,0.054463371233158434,0.0
170_340,170,0.025122421158813205,0.0
170_350,180,0.0,0.0
170_360,170,0.015072142131211604,0.0
40_170,130,0.02348233178921156,0.0
50_170,120,0.01419904585617662,0.0
60_170,110,0.04838709677419355,0.03580574370197164
70_170,100,0.06028856852484642,0.0
80_170,90,0.0,0.0
90_170,80,0.16481712868606585,0.13977131156292244
170_dog,NA,0.019853862362166238,0.0
170_square,NA,0.007020439929292772,0.0
170_triangle,NA,0.03797115490360746,0.0
180_190,10,0.2139788854864476,0.0754314286404714
20_180,160,0.0,0.0
180_200,20,0.2308973528652135,0.0
180_210,30,0.3067672641386597,0.0
180_220,40,0.1481872445909548,0.0
180_230,50,0.16046856267950846,0.0
180_240,60,0.14201909433064902,0.0
180_250,70,0.2059628159428695,0.0
180_260,80,0.14043655196504412,0.0
180_270,90,0.08948747402853657,0.0
180_280,100,0.1235698458157593,0.0
180_290,110,0.1508628572809428,0.0
30_180,150,0.08523690424912796,0.0
180_300,120,0.1320484442556595,0.0
180_310,130,0.19133226755578006,0.0
180_320,140,0.05166561721947524,0.0
180_330,150,0.10575252900282783,0.0
180_340,160,0.10840148207519448,0.0
180_350,170,0.0,0.0
180_360,180,0.039021140551928436,0.0
40_180,140,0.06079476701167375,0.0
50_180,130,0.07352146220938077,0.0
60_180,120,0.14615084586538157,0.0
70_180,110,0.1170634216557853,0.0
80_180,100,0.0,0.0
90_180,90,0.18668326147193276,0.10012523486435176
180_dog,NA,0.0624152724884374,0.0
180_square,NA,0.009087811501260111,0.0
180_triangle,NA,0.00655371461474581,0.0
20_190,170,0.010485729457933805,0.0
190_200,10,0.48240600325266936,0.23621543814299703
190_210,20,0.1785840837876715,0.06855911701910611
190_220,30,0.14289349892909436,0.08138962667412651
190_230,40,0.04812366345900057,0.0
190_240,50,0.03747987461128923,0.0
190_250,60,0.12873573717338727,0.030015011259383214
190_260,70,0.14413089499257942,0.0
190_270,80,0.02952049618466984,0.0
190_280,90,0.057069220940279844,0.0
190_290,100,0.08709270531385191,0.0
30_190,160,0.08997856234948101,0.03504998186163908
190_300,110,0.07840923153642577,0.0
190_310,120,0.20513179627683203,0.028618190351607124
190_320,130,0.10226199851298273,0.02952692976787463
190_330,140,0.09302954520619311,0.07749842582921286
190_340,150,0.11443176637634425,0.0
190_350,160,0.0,0.0
190_360,170,0.02574490884427765,0.0
40_190,150,0.03008284187980934,0.0
50_190,140,0.07276068751089988,0.0
60_190,130,0.13775097846589401,0.0
70_190,120,0.09010718095497178,0.03224129401095805
80_190,110,0.014242182297397127,0.0
90_190,100,0.052786150730834015,0.0
190_dog,NA,0.03633495341493563,0.0
190_square,NA,0.005995849311030889,0.0
190_triangle,NA,0.004323932692933618,0.0
20_200,180,0.09051835817141118,0.0
20_210,170,0.22283754218277016,0.0
20_220,160,0.1608746760515156,0.0
20_230,150,0.27450877326231976,0.0
20_240,140,0.36745857664732884,0.031497039417435604
20_250,130,0.4270895997432601,0.0563436169819011
20_260,120,0.2752757005090169,0.0
20_270,110,0.31573481518554336,0.0
20_280,100,0.3778546939006181,0.0
20_290,90,0.3437660696954848,0.030860669992418384
20_30,10,0.7317950996917586,0.36187343222787294
20_300,80,0.45813584603452134,0.0
20_310,70,0.5273979926342381,0.026860765467512676
20_320,60,0.6532043302680115,0.19399589841579265
20_330,50,0.6736927000641085,0.18184824186332701
20_340,40,0.7075663518134607,0.5069967213040162
20_350,30,0.8238303111078881,0.5919342027506946
20_360,20,0.5162873100777524,0.3505340920079871
20_40,20,0.6345612222032003,0.253546276418555
20_50,30,0.4971883563421844,0.11664236870396086
20_60,40,0.4788250618496184,0.0
20_70,50,0.3786106940570184,0.09078412990032037
20_80,60,0.0,0.0
20_90,70,0.0,0.0
20_dog,NA,0.0,0.0
20_square,NA,0.0,0.0
20_triangle,NA,0.019269325075277257,0.0
200_210,10,0.3854080473098308,0.07490058862731383
200_220,20,0.3083830497515679,0.08891787425369735
200_230,30,0.2908002267352448,0.08740748201220976
200_240,40,0.21232711826877085,0.0
200_250,50,0.3550033764068646,0.03279129178919765
200_260,60,0.3221625680104323,0.0
200_270,70,0.19112739302699863,0.039193090083481034
200_280,80,0.21113643216687833,0.0
200_290,90,0.28193634710905374,0.0
30_200,170,0.09709281275057662,0.0
200_300,100,0.20682136575068008,0.0
200_310,110,0.3405396294925313,0.03126526997403612
200_320,120,0.24828176658071044,0.0
200_330,130,0.1882219215011505,0.08466675133346035
200_340,140,0.2315239411349117,0.0
200_350,150,0.12572235957268166,0.0
200_360,160,0.055560914698533886,0.0
40_200,160,0.09738412097417933,0.0
50_200,150,0.10468478451804275,0.0
60_200,140,0.19323512725603548,0.0
70_200,130,0.0972316007224343,0.0
80_200,120,0.015368255536133623,0.0
90_200,110,0.0569597436867932,0.0
200_dog,NA,0.020910834676463676,0.0
200_square,NA,0.0032349587459259603,0.0
200_triangle,NA,0.011664522535670456,0.0
210_220,10,0.4718684882996868,0.4335660729830504
210_230,20,0.5551801744376382,0.3044295411712823
210_240,30,0.5973778343131003,0.0
210_250,40,0.6224371235398862,0.11420804814403215
210_260,50,0.47924467507852525,0.0
210_270,60,0.43317369111661347,0.04550157551932901
210_280,70,0.44552089820477114,0.03524536884251207
210_290,80,0.4280880203909971,0.0
30_210,180,0.23902249437599485,0.0
210_300,90,0.4496403537566323,0.0
210_310,100,0.47905050476530353,0.0
210_320,110,0.37945136812309604,0.0
210_330,120,0.3765748448388533,0.049147318718299055
210_340,130,0.3474067666269132,0.0
210_350,140,0.3065548949445398,0.0
210_360,150,0.1563194525771831,0.0
40_210,170,0.1928064790901946,0.0
50_210,160,0.17180824278583556,0.0
60_210,150,0.23698127429913424,0.0
70_210,140,0.20842593676957746,0.0
80_210,130,0.0,0.0
90_210,120,0.12464279971425848,0.0
210_dog,NA,0.034318776864169176,0.0
210_square,NA,0.009101487673784837,0.0
210_triangle,NA,0.019690731737341285,0.007428018440762048
220_230,10,0.5475912232580237,0.5943056237379929
220_240,20,0.32345188999836316,0.020211302086361085
220_250,30,0.4023343257777003,0.23500799597021085
220_260,40,0.25666783666517,0.0
220_270,50,0.20758412292650924,0.021606790785072147
220_280,60,0.27100982949630414,0.03347309635022892
220_290,70,0.23860678611591665,0.0
30_220,170,0.1437993271357627,0.0
220_300,80,0.21720363568513007,0.0
220_310,90,0.2773959524732011,0.017236256333167305
220_320,100,0.21245914639969937,0.0
220_330,110,0.2453141762981467,0.023338001400466834
220_340,120,0.2285990487373297,0.0
220_350,130,0.1787530775172654,0.0
220_360,140,0.09051735256803707,0.0
40_220,180,0.14102564102564102,0.0
50_220,170,0.08527388003008082,0.0
60_220,160,0.13208811631431505,0.0
70_220,150,0.13166160373532665,0.0
80_220,140,0.009104463009115372,0.0
90_220,130,0.01124803176664619,0.0
220_dog,NA,0.017033497425046392,0.0
220_square,NA,0.003832908968626753,0.0
220_triangle,NA,0.030405307893232578,0.0
230_240,10,0.6592409728180559,0.0993399267798783
230_250,20,0.6728713885370748,0.20732210721568234
230_260,30,0.682215636056219,0.12487810821089254
230_270,40,0.5071664892015529,0.07079923254047887
230_280,50,0.5402521765373122,0.027420424855354092
230_290,60,0.5598272482344239,0.06488856845230502
30_230,160,0.2576408341553519,0.0
230_300,70,0.49179191099342767,0.10619884881071831
230_310,80,0.4711835257384332,0.0
230_320,90,0.41830387009210573,0.02913582733740325
230_330,100,0.4281057164767173,0.03823595564509363
230_340,110,0.36276544425477075,0.0
230_350,120,0.38126951698115474,0.0
230_360,130,0.17902673304117406,0.0
40_230,170,0.270719256442169,0.0
50_230,180,0.18849800015647947,0.0
60_230,170,0.2366582177196136,0.0
70_230,160,0.25274362311695164,0.0
80_230,150,0.011651561792628471,0.0
90_230,140,0.04318447020213446,0.0
230_dog,NA,0.01981713879264002,0.0
230_square,NA,0.002452608992356913,0.0
230_triangle,NA,0.03537419189479826,0.0
240_250,10,0.7518957222631938,0.1118033988749895
240_260,20,0.6805565274374966,0.11785113019775792
240_270,30,0.6583225748013584,0.2672612419124244
240_280,40,0.6558165035133396,0.0
240_290,50,0.5648272751437102,0.040824829046386304
30_240,150,0.34040013461366436,0.0
240_300,60,0.6383657516910769,0.08908708063747481
240_310,70,0.6158043812213858,0.1421338109037403
240_320,80,0.5565496909565016,0.07332355751067665
240_330,90,0.5556985005098201,0.09622504486493764
240_340,100,0.5411370728409349,0.17496355305594133
240_350,110,0.5320209647437815,0.04745789978762495
240_360,120,0.32807142482328316,0.19094065395649334
40_240,160,0.3354315896279321,0.0
50_240,170,0.24145856540195493,0.0
60_240,180,0.29622077935277585,0.0
70_240,170,0.2973147287461004,0.0
80_240,160,0.01134314814232331,0.0
90_240,150,0.05605518546712105,0.0
240_dog,NA,0.028938876832474987,0.0
240_square,NA,0.004775378207769482,0.0
240_triangle,NA,0.0551005547539941,0.0
250_260,10,0.7447689357943482,0.21081851067789195
250_270,20,0.6370852507688292,0.15936381457791915
250_280,30,0.8029055563083206,0.4320493798938573
250_290,40,0.6580343101374561,0.10954451150103321
30_250,140,0.3828975916415504,0.0
250_300,50,0.6885152837320889,0.07968190728895957
250_310,60,0.6858690684905037,0.03178208630818641
250_320,70,0.626850454428211,0.03279129178919765
250_330,80,0.629167762971863,0.04303314829119352
250_340,90,0.5347826086956522,0.026082026547865053
250_350,100,0.557186754286865,0.04244763599780089
250_360,110,0.266063821543082,0.14638501094227999
40_250,150,0.35356652871373656,0.0
50_250,160,0.25065132546332514,0.03450327796711771
60_250,170,0.3349656154508427,0.0
70_250,180,0.344317886702812,0.03580574370197165
80_250,170,0.008658089785895598,0.0
90_250,160,0.03208969123804186,0.0
250_dog,NA,0.036814499639607035,0.0
250_square,NA,0.005467483907339097,0.0
250_triangle,NA,0.07622939408818583,0.0
260_270,10,0.607071002328834,0.25197631533948484
260_280,20,0.6206848285854079,0.19518001458970663
260_290,30,0.6532553344640133,0.19245008972987526
30_260,130,0.25590005798824683,0.0
260_300,40,0.5565388953106571,0.12598815766974242
260_310,50,0.5039999213120845,0.0670025210172808
260_320,60,0.5070956861617073,0.0
260_330,70,0.43756979945874225,0.0
260_340,80,0.4068065615683415,0.08247860988423225
260_350,90,0.40782369514309286,0.022371868507134143
260_360,100,0.20275979401567892,0.07715167498104596
40_260,140,0.289573969570961,0.0
50_260,150,0.191014361990104,0.0
60_260,160,0.26519500920839006,0.0
70_260,170,0.24781752601916315,0.0
80_260,180,0.012463055064254434,0.0
90_260,170,0.015397375894859667,0.0
260_dog,NA,0.019077604079687567,0.0
260_square,NA,0.007870275624895652,0.0
260_triangle,NA,0.03594599452164704,0.0
270_280,10,0.6341736256632895,0.11065666703449763
270_290,20,0.49951243284357005,0.08728715609439695
30_270,120,0.2681113792226244,0.0
270_300,30,0.6011736828019568,0.09523809523809523
270_310,40,0.49492822576374884,0.15194743527951726
270_320,50,0.49181689597634787,0.039193090083481034
270_330,60,0.46686731683456906,0.051434449987363975
270_340,70,0.42173248994556295,0.18704390591656492
270_350,80,0.45801918786033746,0.05073462894318411
270_360,90,0.2422507915557546,0.17496355305594133
40_270,130,0.2767788305686789,0.0
50_270,140,0.19778870132130996,0.0
60_270,150,0.22467286719159213,0.0
70_270,160,0.2422507915557546,0.0
80_270,170,0.0,0.0
90_270,180,0.06622661785325219,0.0
270_dog,NA,0.00911731975607399,0.0
270_square,NA,0.007522518985181063,0.0
270_triangle,NA,0.062386317098407224,0.0
280_290,10,0.5690501029130339,0.10141851056742199
30_280,110,0.35073928015871675,0.036037498507822355
280_300,20,0.6459981814575874,0.03688555567816588
280_310,30,0.6068836586096515,0.058848988633649964
280_320,40,0.5196830255982287,0.030358837035945812
280_330,50,0.5802113724356686,0.0
280_340,60,0.5154455423213911,0.0
280_350,70,0.5113516556322116,0.0
280_360,80,0.258691518651526,0.0
40_280,120,0.33355055938006656,0.0
50_280,130,0.2016877936358443,0.0
60_280,140,0.29592333714819885,0.0
70_280,150,0.3568158877952083,0.0
80_280,160,0.0,0.0
90_280,170,0.03657992605497355,0.0
280_dog,NA,0.035251327232959526,0.0
280_square,NA,0.0062325360363743474,0.0
280_triangle,NA,0.10787088839468846,0.0
30_290,100,0.297366292543629,0.0
290_300,10,0.5251727826276826,0.08728715609439695
290_310,20,0.5089699438937881,0.0
290_320,30,0.5227134680880126,0.07184212081070997
290_330,40,0.4673230195461177,0.0
290_340,50,0.42356231457123605,0.0
290_350,60,0.4271488503447916,0.0
290_360,70,0.1905864695410655,0.026726124191242435
40_290,110,0.30753763543829254,0.0
50_290,120,0.23084512921915964,0.0
60_290,130,0.2913582733740325,0.0
70_290,140,0.23142642729986526,0.0
80_290,150,0.015061880828219446,0.0
90_290,160,0.01860807318911967,0.0
290_dog,NA,0.017932219878703977,0.0
290_square,NA,0.009511404140980584,0.0
290_triangle,NA,0.080023886612302,0.0
30_300,90,0.45809480439012457,0.046524210519923545
30_310,80,0.5053618181249194,0.037113480951260276
30_320,70,0.6028825839766747,0.15316791621349674
30_330,60,0.6114509004679809,0.10050378152592121
30_340,50,0.6837456993599114,0.30457245193658633
30_350,40,0.7277250016117179,0.32219303811279626
30_360,30,0.44302869062607614,0.05698028822981897
30_40,10,0.623130417588305,0.11677484162422844
30_50,20,0.568080147306206,0.08058229640253803
30_60,30,0.6452956849267513,0.19069251784911842
30_70,40,0.46764139566085816,0.1254363015010636
30_80,50,0.01361584280828961,0.036563621206356534
30_90,60,0.11775104429418556,0.046524210519923545
30_dog,NA,0.034737023007682284,0.0
30_square,NA,0.008598247798314054,0.0
30_triangle,NA,0.022735766645293205,0.0
300_310,10,0.6952647484878294,0.037986858819879316
300_320,20,0.6689328270020986,0.07838618016696207
300_330,30,0.6286333028404704,0.10286889997472795
300_340,40,0.5719973126389661,0.0
300_350,50,0.6384690124827864,0.0
300_360,60,0.2573764111030306,0.0
40_300,100,0.4455459193541129,0.0
50_300,110,0.2873684832428398,0.0
60_300,120,0.4284376184744256,0.0
70_300,130,0.371765927148822,0.0
80_300,140,0.010546786488216737,0.0
90_300,150,0.03908981430427822,0.0
300_dog,NA,0.03767005524956166,0.0
300_square,NA,0.006660174105886984,0.0
300_triangle,NA,0.06083816967378524,0.0
310_320,10,0.6800777276107014,0.06253053994807224
310_330,20,0.6550715792540233,0.0
310_340,30,0.7338319404129166,0.17407765595569785
310_350,40,0.6459121848485937,0.04047223292581765
310_360,50,0.3453026528291137,0.13957263155977062
40_310,90,0.49090677649802855,0.03178208630818641
50_310,100,0.30903502310036884,0.03289758474798845
60_310,110,0.45265709630351614,0.0
70_310,120,0.3884654844327529,0.0
80_310,130,0.009551137584354212,0.0
90_310,140,0.07079923254047887,0.0
310_dog,NA,0.05035859481903435,0.0
310_square,NA,0.008041911065157125,0.0
310_triangle,NA,0.053644995624723246,0.0
320_330,10,0.682288239221013,0.04233337566673018
320_340,20,0.7149203529842406,0.15394740173723562
320_350,30,0.8214441533011962,0.4384525375961448
320_360,40,0.33567254331867563,0.0
40_320,80,0.5810848448538786,0.1311651671567906
50_320,90,0.4567734398020992,0.13576884666042613
60_320,100,0.5288378337455039,0.0
70_320,110,0.38229372989071386,0.0
80_320,120,0.010316407676502881,0.0
90_320,130,0.0,0.0
320_dog,NA,0.0,0.0
320_square,NA,0.002171564180539179,0.0
320_triangle,NA,0.03288669114699174,0.0
330_340,10,0.6857221686322552,0.13468700594029479
330_350,20,0.7140128315425621,0.08219949365267865
330_360,30,0.31809087296630334,0.031497039417435604
40_330,70,0.5054958784325446,0.04303314829119352
50_330,80,0.4315169713368457,0.0445435403187374
60_330,90,0.44932281267355706,0.0
70_330,100,0.4198799523155204,0.0
80_330,110,0.014077527257374585,0.040422604172722164
90_330,120,0.03478392380269825,0.0
330_dog,NA,0.038309207501169645,0.0
330_square,NA,0.0059265308043819935,0.0
330_triangle,NA,0.061972178599819225,0.0
340_350,10,0.8027266799048056,0.5314177771146025
340_360,20,0.54777845611811,0.3818017741606063
40_340,60,0.6644612349965049,0.15649215928719032
