image_pair,distance,word_cosine_sim,response_cosine_sim
70_240,170,0.10187934649723573,0.08140880311938857
80_240,160,0.019202384316064216,0.0
90_240,150,0.0,0.0
240_dog,NA,0.0,0.0
240_square,NA,0.14093597864877142,0.0
240_triangle,NA,0.0,0.0
250_260,10,0.8825608140242066,0.637437668581628
250_270,20,0.9202905620045112,0.5996738661011458
250_280,30,0.9459242396856852,0.7494055873843296
250_290,40,0.9311702998657658,0.6866065623255951
30_250,140,0.565586280456168,0.37605071654517747
250_300,50,0.8613942474517498,0.5939993969090818
250_310,60,0.8945663271227823,0.6245592137682247
250_320,70,0.8946459575901997,0.6894502533266922
250_330,80,0.9141164491330492,0.6514035610330967
250_340,90,0.8945138124089788,0.6657190234489458
250_350,100,0.8984717340895678,0.7058369086600631
250_360,110,0.8390003689607555,0.619687452821947
40_250,150,0.49595162469341186,0.2069593385961789
50_250,160,0.3481907388295295,0.08855794488962006
60_250,170,0.16371599852424684,0.06840427168698412
70_250,180,0.11406847404718604,0.0997155044021832
80_250,170,0.022574801369711562,0.0
90_250,160,0.0,0.0
250_dog,NA,0.0,0.0
250_square,NA,0.13892726730410745,0.0
250_triangle,NA,0.0004613822895889848,0.0
260_270,10,0.8873892289844014,0.587337397398582
260_280,20,0.8903849538607763,0.6860587138954313
260_290,30,0.928654118116171,0.8058665208462563
30_260,130,0.5536273099245043,0.3826645351115601
260_300,40,0.8524071814500721,0.6894466787660054
260_310,50,0.8664687443343212,0.6328042806303658
260_320,60,0.8569802221850976,0.6982873708661319
260_330,70,0.8696626363329621,0.6535241085278292
260_340,80,0.8547118962638904,0.6687424371284114
260_350,90,0.8633415770067442,0.7182508651982186
260_360,100,0.7985664665125743,0.6305862497142429
40_260,140,0.4581664220960113,0.21059925059706255
50_260,150,0.3389424546698742,0.09011546400696842
60_260,160,0.15348119015172113,0.06960733665189002
70_260,170,0.11495771770546862,0.10146925788636822
80_260,180,0.03981387857941288,0.0
90_260,170,0.004945044494845161,0.0
260_dog,NA,0.0,0.0
260_square,NA,0.1652580621666914,0.0
260_triangle,NA,0.0,0.0
270_280,10,0.9312770199418932,0.6238416916114246
270_290,20,0.9190494643939692,0.6587840187523313
30_270,120,0.5546742551435966,0.34019460445004984
270_300,30,0.8890788718890642,0.6605075391692444
270_310,40,0.8770984042843579,0.556890098923011
270_320,50,0.8483307468365636,0.5548435911195485
270_330,60,0.8697849410038574,0.5519432490854205
270_340,70,0.8544536626811432,0.5584905701755475
270_350,80,0.8509856338650041,0.5508937754914467
270_360,90,0.7962069560273678,0.49519736243320517
40_270,130,0.4564362951490965,0.15602161985357416
50_270,140,0.33079419902836554,0.06676168423374142
60_270,150,0.15031157581211527,0.05156831939017557
70_270,160,0.10596110140228664,0.07517309741553296
80_270,170,0.0366980356741269,0.0
90_270,180,0.00455804422369966,0.0
270_dog,NA,0.0,0.0
270_square,NA,0.15285383583537407,0.0
270_triangle,NA,0.0005357371524069629,0.0
280_290,10,0.9272137835783427,0.715050943971353
30_280,110,0.5661447045560053,0.41166465371081584
280_300,20,0.8640824456625207,0.6896635403397842
280_310,30,0.8965114991755538,0.6701340402134047
280_320,40,0.8657225159313984,0.7204381596421113
280_330,50,0.8906685757485671,0.6987903231720487
280_340,60,0.8796865487114289,0.7134772412317412
280_350,70,0.8811502739691824,0.754777977568777
280_360,80,0.8243747455768934,0.6660409504432463
40_280,120,0.4647946731827381,0.2196940145524359
50_280,130,0.33801141437404086,0.09400711543283417
60_280,140,0.15645015360685038,0.0726133411586315
70_280,150,0.10854705261805049,0.10585122480499265
80_280,160,0.029293746257419012,0.0
90_280,170,0.00424480184141038,0.0
280_dog,NA,0.0,0.0
280_square,NA,0.10146694994128592,0.0
280_triangle,NA,0.0,0.0
30_290,100,0.5644587340602908,0.40574111245982464
290_300,10,0.8627332531075448,0.6797398065587024
290_310,20,0.8888203683394608,0.6506332416656483
290_320,30,0.8847016500447341,0.7179612869689123
290_330,40,0.9045980838459107,0.6887352619279252
290_340,50,0.8833928547602427,0.7032108464077431
290_350,60,0.8906625607523598,0.7439172965626075
290_360,70,0.8234936970589493,0.6564571277632173
40_290,110,0.48071564688129165,0.21653278478430674
50_290,120,0.35693136595149494,0.092654424544429
60_290,130,0.15851878478024342,0.07156849040973137
70_290,140,0.11760011579094025,0.10432810619146021
80_290,150,0.03580574370197165,0.0
90_290,160,0.0038913157128384803,0.0
290_dog,NA,0.0,0.0
290_square,NA,0.21673930155493318,0.0
290_triangle,NA,0.0,0.0
30_300,90,0.5302844397129717,0.3886249974630441
30_310,80,0.5796384184051969,0.4199819515766669
30_320,70,0.5809314053037058,0.46853478736997467
30_330,60,0.6167230320474063,0.4879500364742666
30_340,50,0.6525809961932565,0.5547919049464022
30_350,40,0.6435435895480209,0.539782983313338
30_360,30,0.7241327848732619,0.6173020735647721
30_40,10,0.6097931274296406,0.3843711067980367
30_50,20,0.5563205346861042,0.40370517361463093
30_60,30,0.46096972797031954,0.3233808333817773
30_70,40,0.34749477676553175,0.25253813613805265
30_80,50,0.22042050495581197,0.19036384827209382
30_90,60,0.13798066872936054,0.0992234262979312
30_dog,NA,0.0,0.0
30_square,NA,0.0,0.0
30_triangle,NA,0.0,0.0
300_310,10,0.8661357244458309,0.6131350032649686
300_320,20,0.8483873361152414,0.6676851083181344
300_330,30,0.8610122330099024,0.6594215776080086
300_340,40,0.8350497312905222,0.6453005463546939
300_350,50,0.8335723216448803,0.6699207384372031
300_360,60,0.7752020790606595,0.5949600547198008
40_300,100,0.43873951430687164,0.1931815636313086
50_300,110,0.31952496386299073,0.08266243205933745
60_300,120,0.147235821891303,0.06385043677268701
70_300,130,0.08822393953229722,0.09307720632159984
80_300,140,0.0,0.0
90_300,150,0.008929550287360286,0.0
300_dog,NA,0.0,0.0
300_square,NA,0.0,0.0
300_triangle,NA,0.0015743238574840556,0.0
310_320,10,0.901521581069247,0.7513271349100388
310_330,20,0.9163684494974427,0.7129087256416449
310_340,30,0.8986301251273017,0.7278923790929545
310_350,40,0.8969692585925455,0.7700275580353916
310_360,50,0.8472974429977217,0.6794976825812997
40_310,90,0.4765179269572753,0.23814102123922348
50_310,100,0.335252150302806,0.09590644094819303
60_310,110,0.16328960263729966,0.0740804255488188
70_310,120,0.10022981474499551,0.10798984943120779
80_310,130,0.0188914778984526,0.0
90_310,140,0.02463717734122355,0.022730208119306573
