subjCode,naming_question,naming_expTimer,naming_rt,nameing_response,goodness_of_fit_rt,goodness_of_fit_expTimer,goodness_of_fit,confidence_question,trial_number,image,trial_list_num,batchFile
KYfrp,.الرجاء تسمية هذه الصورة,99.444,11459,خماسي,6265,106.74,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,1,VCS_210.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,113.938,7146,مربع,1484,116.445,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,2,square.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,132.433,15969,أرنب,4876,138.328,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,3,VCS_90.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,162.498,24123,معين,4473,167.99,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,4,VCS_60.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,180.608,12572,نجمة,2102,183.73,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,5,VCS_330.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,190.628,6852,مثلث,1060,192.714,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,6,triangle.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,202.729,9977,نجمة,3037,206.787,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,7,VCS_360.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,223.006,16174,كلب,3030,227.054,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,8,dog.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,234.94,7851,تاج,3571,239.53,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,9,VCS_300.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,250.609,11033,معين,5624,257.262,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,10,VCS_30.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,263.457,6153,درع,2537,267.014,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,11,VCS_150.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,293.317,26260,خماسي,1345,295.68,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,12,VCS_240.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,304.335,8613,درع,1545,306.903,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,13,VCS_180.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,315.358,8402,خماسي,1152,317.526,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,14,VCS_270.png,3,trial_lists/trial_list_3
KYfrp,.الرجاء تسمية هذه الصورة,324.024,6479,درع,1279,326.32,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,15,VCS_120.png,3,trial_lists/trial_list_3
