subjCode,naming_question,naming_expTimer,naming_rt,nameing_response,goodness_of_fit_rt,goodness_of_fit_expTimer,goodness_of_fit,confidence_question,trial_number,image,trial_list_num,batchFile
CBk46,.الرجاء تسمية هذه الصورة,11.43,7200,مثلث,17717,30.208,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,1,triangle.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,39.845,9528,معرف,2622,43.494,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,2,VCS_210.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,49.205,5669,مربع,1320,51.551,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,3,square.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,61.713,10124,معرف 😂,1106,63.844,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,4,VCS_330.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,71.315,7432,كلب,836,73.178,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,5,dog.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,80.641,7424,معرف,787,82.454,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,6,VCS_240.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,91.98,9491,اهو معرف,1370,94.373,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,7,VCS_300.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,99.369,4965,معرف,938,101.339,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,8,VCS_180.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,106.851,5474,معرف,1144,109.019,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,9,VCS_60.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,113.651,4599,معرف,1806,116.482,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,10,VCS_150.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,120.575,4064,معرف,1762,123.363,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,11,VCS_90.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,127.637,4238,معرف,876,129.536,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,12,VCS_360.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,139.653,3629,معرف,729,141.402,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,14,VCS_120.png,3,trial_lists/trial_list_3
CBk46,.الرجاء تسمية هذه الصورة,147.013,5574,معرف,704,148.738,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,15,VCS_270.png,3,trial_lists/trial_list_3
