subjCode,Item,cluster_nc,cluster_IDs,x_coord,y_coord,label
SAL_120b,VCS_80,3,2,-369,85,curvy
SAL_120b,VCS_90,3,2,-478,82,curvy
SAL_120b,VCS_140,3,3,424,-26,rounded pentagon
SAL_120b,VCS_160,3,3,235,-22,rounded pentagon
SAL_120b,VCS_170,3,3,364,-25,rounded pentagon
SAL_120b,VCS_180,3,3,164,-22,rounded pentagon
SAL_120b,VCS_190,3,3,306,-21,rounded pentagon
SAL_120b,VCS_220,3,3,205,186,pentagon thing
SAL_120b,VCS_260,3,3,20,-148,pointy pentagon
SAL_120b,VCS_280,3,3,-43,-153,pointy pentagon
SAL_121b,VCS_10,7,1,-530,-229,x
SAL_121b,VCS_30,7,1,-589,-228,x
SAL_121b,VCS_350,7,1,-539,-276,x
SAL_121b,VCS_360,7,1,-590,-279,x
SAL_121b,VCS_100,7,2,-490,-46,tooth
SAL_121b,VCS_110,7,2,-576,-68,tooth
SAL_121b,VCS_120,7,2,-532,-77,tooth
SAL_121b,VCS_130,7,2,-505,8,tooth
SAL_121b,VCS_80,7,2,-579,-10,tooth
SAL_121b,VCS_90,7,2,-542,-27,tooth
SAL_121b,VCS_140,7,3,166,165,badge
SAL_121b,VCS_150,7,3,236,166,badge
SAL_121b,VCS_160,7,3,152,77,badge
SAL_121b,VCS_170,7,3,281,77,badge
SAL_121b,VCS_180,7,3,260,10,badge
SAL_121b,VCS_190,7,3,204,119,badge
SAL_121b,VCS_20,7,4,-270,-229,curved x
SAL_121b,VCS_40,7,4,-432,-335,curved x
SAL_121b,VCS_50,7,4,-277,-283,curved x
SAL_121b,VCS_60,7,4,-384,-326,curved x
SAL_121b,VCS_70,7,4,-340,-298,curved x
SAL_121b,VCS_200,7,5,75,-370,pentagon
SAL_121b,VCS_210,7,5,0,-370,pentagon
SAL_121b,VCS_220,7,5,53,-311,pentagon
SAL_121b,VCS_230,7,5,173,-277,pentagon
SAL_121b,VCS_240,7,5,109,-322,pentagon
SAL_121b,VCS_250,7,6,-272,-86,star square
SAL_121b,VCS_260,7,6,-236,-44,star square
SAL_121b,VCS_270,7,6,-250,15,star square
SAL_121b,VCS_280,7,6,-304,-5,star square
SAL_121b,VCS_290,7,6,-325,-66,star square
SAL_121b,VCS_300,7,6,-286,55,star square
SAL_121b,VCS_310,7,6,-336,30,star square
SAL_121b,VCS_320,7,7,-410,109,star
SAL_121b,VCS_330,7,7,-376,146,star
SAL_121b,VCS_340,7,7,-433,180,star
SAL_122b,VCS_10,10,1,-513,352,smaller half star
SAL_122b,VCS_20,10,1,-507,359,smaller half star
SAL_122b,VCS_30,10,1,-508,360,smaller half star
SAL_122b,VCS_300,10,1,-589,309,smaller half star
SAL_122b,VCS_310,10,1,-592,303,smaller half star
SAL_122b,VCS_100,10,2,219,-369,tooth
SAL_122b,VCS_110,10,2,225,-370,tooth
SAL_122b,VCS_180,10,2,266,-212,bigger vase
SAL_122b,VCS_190,10,2,266,-209,bigger vase
SAL_122b,VCS_120,10,3,-639,77,vase
SAL_122b,VCS_130,10,3,-634,59,vase
SAL_122b,VCS_140,10,3,-621,66,vase
SAL_122b,VCS_150,10,4,-315,399,bigger vase
SAL_122b,VCS_160,10,4,-306,388,bigger vase
SAL_122b,VCS_170,10,4,-309,398,bigger vase
SAL_122b,VCS_200,10,5,-640,-298,wider pentagon shape
SAL_122b,VCS_210,10,5,-640,-315,wider pentagon shape
SAL_122b,VCS_350,10,5,-616,-174,star
SAL_122b,VCS_360,10,5,-611,-176,star
SAL_122b,VCS_220,10,6,157,366,pentagon type shape
SAL_122b,VCS_230,10,6,157,368,pentagon type shape
SAL_122b,VCS_40,10,6,90,195,star
SAL_122b,VCS_50,10,6,67,188,star
SAL_122b,VCS_60,10,6,86,192,star
SAL_122b,VCS_70,10,6,90,190,star
SAL_122b,VCS_240,10,7,436,-338,half star
SAL_122b,VCS_250,10,7,443,-343,half star
SAL_122b,VCS_260,10,8,-300,-370,medium sized half star
SAL_122b,VCS_270,10,8,-306,-368,medium sized half star
SAL_122b,VCS_280,10,8,-302,-373,medium sized half star
SAL_122b,VCS_290,10,8,-302,-374,medium sized half star
SAL_122b,VCS_320,10,9,490,324,pointing star
SAL_122b,VCS_330,10,9,514,321,pointing star
SAL_122b,VCS_340,10,9,526,299,pointing star
SAL_122b,VCS_80,10,10,641,-227,skinny vase
SAL_122b,VCS_90,10,10,640,-225,skinny vase
SAL_123b,VCS_10,4,1,253,155,diamond or stars
SAL_123b,VCS_20,4,1,323,90,diamond or stars
SAL_123b,VCS_30,4,1,385,126,diamond or stars
SAL_123b,VCS_310,4,1,429,-4,diamond or stars
SAL_123b,VCS_320,4,1,392,42,diamond or stars
SAL_123b,VCS_330,4,1,431,82,diamond or stars
SAL_123b,VCS_340,4,1,195,109,diamond or stars
SAL_123b,VCS_350,4,1,351,-6,diamond or stars
SAL_123b,VCS_360,4,1,311,31,diamond or stars
SAL_123b,VCS_40,4,1,328,162,diamond or stars
SAL_123b,VCS_50,4,1,260,82,diamond or stars
SAL_123b,VCS_60,4,1,384,196,diamond or stars
SAL_123b,VCS_100,4,2,175,-182,shield
SAL_123b,VCS_110,4,2,110,-231,shield
SAL_123b,VCS_120,4,2,55,-194,shield
SAL_123b,VCS_130,4,2,5,-156,shield
SAL_123b,VCS_140,4,2,64,-130,shield
SAL_123b,VCS_150,4,2,51,-277,shield
SAL_123b,VCS_160,4,2,-6,-228,shield
SAL_123b,VCS_70,4,2,127,-163,shield
SAL_123b,VCS_80,4,2,177,-247,shield
SAL_123b,VCS_90,4,2,122,-290,shield
SAL_123b,VCS_170,4,3,-247,-313,round and straight
SAL_123b,VCS_180,4,3,-329,-305,round and straight
SAL_123b,VCS_190,4,3,-240,-242,round and straight
SAL_123b,VCS_200,4,3,-323,-231,round and straight
SAL_123b,VCS_210,4,4,-280,145,polygon
SAL_123b,VCS_220,4,4,-328,214,polygon
SAL_123b,VCS_230,4,4,-254,219,polygon
SAL_123b,VCS_240,4,4,-363,144,polygon
SAL_123b,VCS_250,4,4,-216,167,polygon
SAL_123b,VCS_260,4,4,-173,108,polygon
SAL_123b,VCS_270,4,4,-148,170,polygon
SAL_123b,VCS_280,4,4,-246,71,polygon
SAL_123b,VCS_290,4,4,-334,62,polygon
SAL_123b,VCS_300,4,4,-187,40,polygon
SAL_124b,VCS_10,4,1,297,-259,four point
SAL_124b,VCS_20,4,1,219,-315,four point
SAL_124b,VCS_220,4,1,260,-67,four point
SAL_124b,VCS_30,4,1,338,-312,four point
SAL_124b,VCS_340,4,1,225,-370,four point
SAL_124b,VCS_350,4,1,230,-201,four point
SAL_124b,VCS_360,4,1,234,-252,four point
SAL_124b,VCS_40,4,1,166,-258,four point
SAL_124b,VCS_50,4,1,274,-311,four point
SAL_124b,VCS_60,4,1,354,-249,four point
SAL_124b,VCS_100,4,2,-325,236,guitar
SAL_124b,VCS_110,4,2,-357,153,guitar
SAL_124b,VCS_120,4,2,-196,155,guitar
SAL_124b,VCS_130,4,2,-283,159,guitar
SAL_124b,VCS_140,4,2,-128,155,guitar
SAL_124b,VCS_150,4,2,-208,248,guitar
SAL_124b,VCS_70,4,2,-265,239,guitar
SAL_124b,VCS_80,4,2,-390,232,guitar
SAL_124b,VCS_90,4,2,-150,234,guitar
SAL_124b,VCS_160,4,3,-241,-188,fat
SAL_124b,VCS_170,4,3,-398,-161,fat
SAL_124b,VCS_180,4,3,-314,-179,fat
SAL_124b,VCS_190,4,3,-331,-94,fat
SAL_124b,VCS_200,4,3,-450,-55,fat
SAL_124b,VCS_210,4,3,-279,-101,fat
SAL_124b,VCS_230,4,3,-368,-28,fat
SAL_124b,VCS_240,4,3,-279,-24,fat
SAL_124b,VCS_250,4,4,150,68,standing up
SAL_124b,VCS_260,4,4,93,182,standing up
SAL_124b,VCS_270,4,4,182,5,standing up
SAL_124b,VCS_280,4,4,46,126,standing up
SAL_124b,VCS_290,4,4,34,30,standing up
SAL_124b,VCS_300,4,4,-16,72,standing up
SAL_124b,VCS_310,4,4,109,12,standing up
SAL_124b,VCS_320,4,4,127,121,standing up
SAL_124b,VCS_330,4,4,89,63,standing up
SAL_125a,VCS_10,6,1,-317,65,four points
SAL_125a,VCS_320,6,1,-269,183,four points
SAL_125a,VCS_330,6,1,-397,128,four points
SAL_125a,VCS_340,6,1,-352,104,four points
SAL_125a,VCS_350,6,1,-323,158,four points
SAL_125a,VCS_360,6,1,-286,112,four points
SAL_125a,VCS_100,6,2,186,118,concave top
SAL_125a,VCS_110,6,2,290,162,concave top
SAL_125a,VCS_120,6,2,226,169,concave top
SAL_125a,VCS_140,6,2,347,166,concave top
SAL_125a,VCS_80,6,2,255,105,concave top
SAL_125a,VCS_90,6,2,338,92,concave top
SAL_125a,VCS_130,6,3,-432,-189,round top
SAL_125a,VCS_150,6,3,-479,-138,round top
SAL_125a,VCS_160,6,3,-402,-113,round top
SAL_125a,VCS_170,6,3,-473,-42,round top
SAL_125a,VCS_180,6,3,-369,-178,round top
SAL_125a,VCS_190,6,4,359,-211,pointed top
SAL_125a,VCS_200,6,4,341,-133,pointed top
SAL_125a,VCS_210,6,4,282,-183,pointed top
SAL_125a,VCS_220,6,4,431,-160,pointed top
SAL_125a,VCS_20,6,5,117,-54,concave sides
SAL_125a,VCS_30,6,5,129,-121,concave sides
SAL_125a,VCS_40,6,5,19,-105,concave sides
SAL_125a,VCS_50,6,5,74,-113,concave sides
SAL_125a,VCS_60,6,5,-2,-54,concave sides
SAL_125a,VCS_70,6,5,60,-50,concave sides
SAL_125a,VCS_230,6,6,-142,110,three points
SAL_125a,VCS_240,6,6,-96,170,three points
SAL_125a,VCS_250,6,6,-73,104,three points
SAL_125a,VCS_260,6,6,21,208,three points
SAL_125a,VCS_270,6,6,-30,154,three points
SAL_125a,VCS_280,6,6,11,275,three points
SAL_125a,VCS_290,6,6,-104,258,three points
SAL_125a,VCS_300,6,6,-49,231,three points
SAL_125a,VCS_310,6,6,12,97,three points
SAL_128b,VCS_10,9,1,272,-25,ninja star
SAL_128b,VCS_20,9,1,264,-23,ninja star
SAL_128b,VCS_360,9,1,260,-55,ninja star
SAL_128b,VCS_100,9,2,-382,76,dress
SAL_128b,VCS_110,9,2,-418,84,dress
SAL_128b,VCS_120,9,2,-353,93,dress
SAL_128b,VCS_130,9,2,-367,52,dress
SAL_128b,VCS_140,9,2,-348,98,dress
SAL_128b,VCS_80,9,2,-335,99,dress
SAL_128b,VCS_90,9,2,-392,91,dress
SAL_128b,VCS_150,9,3,-31,206,bathing suit
SAL_128b,VCS_160,9,3,-58,211,bathing suit
SAL_128b,VCS_170,9,3,-36,191,bathing suit
SAL_128b,VCS_180,9,4,214,206,bread loaf
SAL_128b,VCS_190,9,4,198,214,bread loaf
SAL_128b,VCS_200,9,4,226,213,bread loaf
SAL_128b,VCS_210,9,5,-162,312,pentagon
SAL_128b,VCS_220,9,5,-162,330,pentagon
SAL_128b,VCS_230,9,5,-150,370,pentagon
SAL_128b,VCS_240,9,5,-158,355,pentagon
SAL_128b,VCS_250,9,6,-476,-248,punching dummy
SAL_128b,VCS_270,9,6,-440,-277,punching dummy
SAL_128b,VCS_280,9,6,-472,-291,punching dummy
SAL_128b,VCS_290,9,6,-465,-299,punching dummy
SAL_128b,VCS_300,9,6,-469,-301,punching dummy
SAL_128b,VCS_320,9,6,-475,-278,punching dummy
SAL_128b,VCS_260,9,7,-49,-213,star
SAL_128b,VCS_310,9,7,-52,-231,star
SAL_128b,VCS_330,9,7,-65,-238,star
SAL_128b,VCS_340,9,7,-45,-234,star
SAL_128b,VCS_350,9,7,-58,-237,star
SAL_128b,VCS_30,9,8,-245,-331,fidget spinner
SAL_128b,VCS_50,9,8,-253,-339,fidget spinner
SAL_128b,VCS_40,9,9,187,78,starfish
SAL_128b,VCS_60,9,9,152,60,starfish
SAL_128b,VCS_70,9,9,166,60,starfish
SAL_129b,VCS_10,9,1,85,-137,rounded star
SAL_129b,VCS_20,9,1,88,-200,rounded star
SAL_129b,VCS_30,9,1,141,-114,rounded star
SAL_129b,VCS_40,9,1,142,-169,rounded star
SAL_129b,VCS_50,9,1,196,-126,rounded star
SAL_129b,VCS_60,9,1,197,-185,rounded star
SAL_129b,VCS_100,9,2,-437,114,rounded hourglass
SAL_129b,VCS_110,9,2,-464,185,rounded hourglass
SAL_129b,VCS_120,9,2,-407,189,rounded hourglass
SAL_129b,VCS_70,9,2,-524,180,rounded hourglass
SAL_129b,VCS_80,9,2,-496,116,rounded hourglass
SAL_129b,VCS_90,9,2,-558,100,rounded hourglass
SAL_129b,VCS_130,9,3,-264,226,hourglass
SAL_129b,VCS_140,9,3,-205,113,hourglass
SAL_129b,VCS_150,9,3,-265,156,hourglass
SAL_129b,VCS_160,9,3,-204,189,hourglass
SAL_129b,VCS_170,9,4,270,-12,hourglass hexagon
SAL_129b,VCS_180,9,4,197,14,hourglass hexagon
SAL_129b,VCS_190,9,5,277,112,round hexagon
SAL_129b,VCS_200,9,5,271,189,round hexagon
SAL_129b,VCS_210,9,5,341,155,round hexagon
SAL_129b,VCS_220,9,6,-2,182,hexagon
SAL_129b,VCS_230,9,6,44,125,hexagon
SAL_129b,VCS_240,9,7,-235,-14,star hexagon
SAL_129b,VCS_250,9,7,-266,-86,star hexagon
SAL_129b,VCS_260,9,7,-216,-137,star hexagon
SAL_129b,VCS_270,9,7,-307,-26,star hexagon
SAL_129b,VCS_280,9,7,-334,-98,star hexagon
SAL_129b,VCS_290,9,7,-287,-154,star hexagon
SAL_129b,VCS_300,9,8,-56,-12,star
SAL_129b,VCS_310,9,8,-95,-60,star
SAL_129b,VCS_320,9,8,-31,-67,star
SAL_129b,VCS_330,9,8,4,-26,star
SAL_129b,VCS_340,9,9,357,-119,inbetween star
SAL_129b,VCS_350,9,9,419,-132,inbetween star
SAL_129b,VCS_360,9,9,387,-173,inbetween star
