"","cluster_IDs","Item","cluster_nc","subjCode","x_coord","y_coord","item_num"
"922",6,"VCS_290",9,"SAL_128b",-465,-299,22
"924",6,"VCS_300",9,"SAL_128b",-469,-301,24
"926",6,"VCS_320",9,"SAL_128b",-475,-278,26
"919",7,"VCS_260",9,"SAL_128b",-49,-213,19
"925",7,"VCS_310",9,"SAL_128b",-52,-231,25
"927",7,"VCS_330",9,"SAL_128b",-65,-238,27
"928",7,"VCS_340",9,"SAL_128b",-45,-234,28
"929",7,"VCS_350",9,"SAL_128b",-58,-237,29
"923",8,"VCS_30",9,"SAL_128b",-245,-331,23
"932",8,"VCS_50",9,"SAL_128b",-253,-339,32
"931",9,"VCS_40",9,"SAL_128b",187,78,31
"933",9,"VCS_60",9,"SAL_128b",152,60,33
"934",9,"VCS_70",9,"SAL_128b",166,60,34
"937",1,"VCS_10",9,"SAL_129b",85,-137,1
"948",1,"VCS_20",9,"SAL_129b",88,-200,12
"959",1,"VCS_30",9,"SAL_129b",141,-114,23
"967",1,"VCS_40",9,"SAL_129b",142,-169,31
"968",1,"VCS_50",9,"SAL_129b",196,-126,32
"969",1,"VCS_60",9,"SAL_129b",197,-185,33
"938",2,"VCS_100",9,"SAL_129b",-437,114,2
"939",2,"VCS_110",9,"SAL_129b",-464,185,3
"940",2,"VCS_120",9,"SAL_129b",-407,189,4
"970",2,"VCS_70",9,"SAL_129b",-524,180,34
"971",2,"VCS_80",9,"SAL_129b",-496,116,35
"972",2,"VCS_90",9,"SAL_129b",-558,100,36
"941",3,"VCS_130",9,"SAL_129b",-264,226,5
"942",3,"VCS_140",9,"SAL_129b",-205,113,6
"943",3,"VCS_150",9,"SAL_129b",-265,156,7
"944",3,"VCS_160",9,"SAL_129b",-204,189,8
"945",4,"VCS_170",9,"SAL_129b",270,-12,9
"946",4,"VCS_180",9,"SAL_129b",197,14,10
"947",5,"VCS_190",9,"SAL_129b",277,112,11
"949",5,"VCS_200",9,"SAL_129b",271,189,13
"950",5,"VCS_210",9,"SAL_129b",341,155,14
"951",6,"VCS_220",9,"SAL_129b",-2,182,15
"952",6,"VCS_230",9,"SAL_129b",44,125,16
"953",7,"VCS_240",9,"SAL_129b",-235,-14,17
"954",7,"VCS_250",9,"SAL_129b",-266,-86,18
"955",7,"VCS_260",9,"SAL_129b",-216,-137,19
"956",7,"VCS_270",9,"SAL_129b",-307,-26,20
"957",7,"VCS_280",9,"SAL_129b",-334,-98,21
"958",7,"VCS_290",9,"SAL_129b",-287,-154,22
"960",8,"VCS_300",9,"SAL_129b",-56,-12,24
"961",8,"VCS_310",9,"SAL_129b",-95,-60,25
"962",8,"VCS_320",9,"SAL_129b",-31,-67,26
"963",8,"VCS_330",9,"SAL_129b",4,-26,27
"964",9,"VCS_340",9,"SAL_129b",357,-119,28
"965",9,"VCS_350",9,"SAL_129b",419,-132,29
"966",9,"VCS_360",9,"SAL_129b",387,-173,30
